USN 2020;;;;DSA 2020;;;;NVD 2020;;;;;
 CVE-2020-1733;Priority: Medium;"Description: A race condition flaw was found in Ansible Engine 2.7.17 and prior, 2.8.9and prior, 2.9.6 and prior when running a playbook with an unprivilegedbecome user. When Ansible needs to run a module with become user, thetemporary directory is created in /var/tmp. This directory is created with""umask 77 && mkdir -p <dir>""; this operation does not fail if the directoryalready exists and is owned by another user. An attacker could takeadvantage to gain control of the become user as the target directory can beretrieved by iterating '/proc/<pid>/cmdline'.";Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1733; CVE-2020-1733;Priority: low;"Description:A race condition flaw was found in Ansible Engine 2.7.17 and prior, 2.8.9 and prior, 2.9.6 and prior when running a playbook with an unprivileged become user. When Ansible needs to run a module with become user, the temporary directory is created in /var/tmp. This directory is created with ""umask 77 && mkdir -p <dir>""; this operation does not fail if the directory already exists and is owned by another user. An attacker could take advantage to gain control of the become user as the target directory can be retrieved by iterating '/proc/<pid>/cmdline'.";Link: https://security-tracker.debian.org/tracker/CVE-2020-1733; CVE-2020-1733;CVSS 2.0: 3.7 LOW;CVSS 3.x: 5.0 MEDIUM;Published_date: 03/11/2020;"Description: A race condition flaw was found in Ansible Engine 2.7.17 and prior, 2.8.9 and prior, 2.9.6 and prior when running a playbook with an unprivileged become user. When Ansible needs to run a module with become user, the temporary directory is created in /var/tmp. This directory is created with ""umask 77 && mkdir -p <dir>""; this operation does not fail if the directory already exists and is owned by another user. An attacker could take advantage to gain control of the become user as the target directory can be retrieved by iterating '/proc/<pid>/cmdline'.";Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1733
 CVE-2020-1730;Priority: Medium;Description: A flaw was found in libssh versions before 0.8.9 and before 0.9.4 in theway it handled AES-CTR (or DES ciphers if enabled) ciphers. The server orclient could crash when the connection hasn't been fully initialized andthe system tries to cleanup the ciphers when closing the connection. Thebiggest threat from this vulnerability is system availability.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1730; CVE-2020-1730;Priority: medium;Description:A flaw was found in libssh versions before 0.8.9 and before 0.9.4 in the way it handled AES-CTR (or DES ciphers if enabled) ciphers. The server or client could crash when the connection hasn't been fully initialized and the system tries to cleanup the ciphers when closing the connection. The biggest threat from this vulnerability is system availability.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1730; CVE-2020-1730;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 5.3 MEDIUM;Published_date: 04/13/2020;Description: A flaw was found in libssh versions before 0.8.9 and before 0.9.4 in the way it handled AES-CTR (or DES ciphers if enabled) ciphers. The server or client could crash when the connection hasn't been fully initialized and the system tries to cleanup the ciphers when closing the connection. The biggest threat from this vulnerability is system availability.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1730
 CVE-2020-1736;Priority: Medium;Description: A flaw was found in Ansible Engine when a file is moved using atomic_moveprimitive as the file mode cannot be specified. This sets the destinationfiles world-readable if the destination file does not exist and if the fileexists, the file could be changed to have less restrictive permissionsbefore the move. This could lead to the disclosure of sensitive data. Allversions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1736; CVE-2020-1736;Priority: low;Description:A flaw was found in Ansible Engine when a file is moved using atomic_move primitive as the file mode cannot be specified. This sets the destination files world-readable if the destination file does not exist and if the file exists, the file could be changed to have less restrictive permissions before the move. This could lead to the disclosure of sensitive data. All versions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1736; CVE-2020-1736;CVSS 2.0: 2.1 LOW;CVSS 3.x: 3.3 LOW;Published_date: 03/16/2020;Description: A flaw was found in Ansible Engine when a file is moved using atomic_move primitive as the file mode cannot be specified. This sets the destination files world-readable if the destination file does not exist and if the file exists, the file could be changed to have less restrictive permissions before the move. This could lead to the disclosure of sensitive data. All versions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1736
 CVE-2020-1737;Priority: Medium;Description: A flaw was found in Ansible 2.7.17 and prior, 2.8.9 and prior, and 2.9.6and prior when using the Extract-Zip function from the win_unzip module asthe extracted file(s) are not checked if they belong to the destinationfolder. An attacker could take advantage of this flaw by crafting anarchive anywhere in the file system, using a path traversal. This issue isfixed in 2.10.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1737; CVE-2020-1737;Priority: medium;Description:A flaw was found in Ansible 2.7.17 and prior, 2.8.9 and prior, and 2.9.6 and prior when using the Extract-Zip function from the win_unzip module as the extracted file(s) are not checked if they belong to the destination folder. An attacker could take advantage of this flaw by crafting an archive anywhere in the file system, using a path traversal. This issue is fixed in 2.10.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1737; CVE-2020-1737;CVSS 2.0: 4.6 MEDIUM;CVSS 3.x: 7.8 HIGH;Published_date: 03/09/2020;Description: A flaw was found in Ansible 2.7.17 and prior, 2.8.9 and prior, and 2.9.6 and prior when using the Extract-Zip function from the win_unzip module as the extracted file(s) are not checked if they belong to the destination folder. An attacker could take advantage of this flaw by crafting an archive anywhere in the file system, using a path traversal. This issue is fixed in 2.10.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1737
 CVE-2020-1734;Priority: Medium;Description: A flaw was found in the pipe lookup plugin of ansible. Arbitrary commandscan be run, when the pipe lookup plugin uses subprocess.Popen() withshell=True, by overwriting ansible facts and the variable is not escaped byquote plugin. An attacker could take advantage and run arbitrary commandsby overwriting the ansible facts.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1734; CVE-2020-1734;Priority: low;Description:A flaw was found in the pipe lookup plugin of ansible. Arbitrary commands can be run, when the pipe lookup plugin uses subprocess.Popen() with shell=True, by overwriting ansible facts and the variable is not escaped by quote plugin. An attacker could take advantage and run arbitrary commands by overwriting the ansible facts.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1734; CVE-2020-1734;CVSS 2.0: 3.7 LOW;CVSS 3.x: 7.4 HIGH;Published_date: 03/03/2020;Description: A flaw was found in the pipe lookup plugin of ansible. Arbitrary commands can be run, when the pipe lookup plugin uses subprocess.Popen() with shell=True, by overwriting ansible facts and the variable is not escaped by quote plugin. An attacker could take advantage and run arbitrary commands by overwriting the ansible facts.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1734
 CVE-2020-1735;Priority: Medium;Description: A flaw was found in the Ansible Engine when the fetch module is used. Anattacker could intercept the module, inject a new path, and then choose anew destination path on the controller node. All versions in 2.7.x, 2.8.xand 2.9.x branches are believed to be vulnerable.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1735; CVE-2020-1735;Priority: low;Description:A flaw was found in the Ansible Engine when the fetch module is used. An attacker could intercept the module, inject a new path, and then choose a new destination path on the controller node. All versions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1735; CVE-2020-1735;CVSS 2.0: 3.6 LOW;CVSS 3.x: 4.6 MEDIUM;Published_date: 03/16/2020;Description: A flaw was found in the Ansible Engine when the fetch module is used. An attacker could intercept the module, inject a new path, and then choose a new destination path on the controller node. All versions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1735
 CVE-2020-1738;Priority: Medium;Description: A flaw was found in Ansible Engine when the module package or service isused and the parameter 'use' is not specified. If a previous task isexecuted with a malicious user, the module sent can be selected by theattacker using the ansible facts file. All versions in 2.7.x, 2.8.x and2.9.x branches are believed to be vulnerable.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1738; CVE-2020-1738;Priority: low;Description:A flaw was found in Ansible Engine when the module package or service is used and the parameter 'use' is not specified. If a previous task is executed with a malicious user, the module sent can be selected by the attacker using the ansible facts file. All versions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://security-tracker.debian.org/tracker/CVE-2020-1738; CVE-2020-1738;CVSS 2.0: 2.6 LOW;CVSS 3.x: 3.9 LOW;Published_date: 03/16/2020;Description: A flaw was found in Ansible Engine when the module package or service is used and the parameter 'use' is not specified. If a previous task is executed with a malicious user, the module sent can be selected by the attacker using the ansible facts file. All versions in 2.7.x, 2.8.x and 2.9.x branches are believed to be vulnerable.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1738
 CVE-2020-1739;Priority: Medium;"Description: A flaw was found in Ansible 2.7.16 and prior, 2.8.8 and prior, and 2.9.5and prior when a password is set with the argument ""password"" of svnmodule, it is used on svn command line, disclosing to other users withinthe same node. An attacker could take advantage by reading the cmdline filefrom that particular PID on the procfs.";Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-1739; CVE-2020-1739;Priority: low;"Description:A flaw was found in Ansible 2.7.16 and prior, 2.8.8 and prior, and 2.9.5 and prior when a password is set with the argument ""password"" of svn module, it is used on svn command line, disclosing to other users within the same node. An attacker could take advantage by reading the cmdline file from that particular PID on the procfs.";Link: https://security-tracker.debian.org/tracker/CVE-2020-1739; CVE-2020-1739;CVSS 2.0: 3.3 LOW;CVSS 3.x: 3.9 LOW;Published_date: 03/12/2020;"Description: A flaw was found in Ansible 2.7.16 and prior, 2.8.8 and prior, and 2.9.5 and prior when a password is set with the argument ""password"" of svn module, it is used on svn command line, disclosing to other users within the same node. An attacker could take advantage by reading the cmdline file from that particular PID on the procfs.";Link: https://nvd.nist.gov/vuln/detail/CVE-2020-1739
 CVE-2020-11800;Priority: High;Description: Zabbix Server 2.2.x and 3.0.x before 3.0.31, and 3.2 allows remoteattackers to execute arbitrary code.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-11800; CVE-2020-11800;Priority: high;Description:Zabbix Server 2.2.x and 3.0.x before 3.0.31, and 3.2 allows remote attackers to execute arbitrary code.;Link: https://security-tracker.debian.org/tracker/CVE-2020-11800; CVE-2020-11800;CVSS 2.0: 7.5 HIGH;CVSS 3.x: 9.8 CRITICAL;Published_date: 10/07/2020;Description: Zabbix Server 2.2.x and 3.0.x before 3.0.31, and 3.2 allows remote attackers to execute arbitrary code.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-11800
 CVE-2020-7788;Priority: Medium;Description: This affects the package ini before 1.3.6. If an attacker submits amalicious INI file to an application that parses it with ini.parse, theywill pollute the prototype on the application. This can be exploitedfurther depending on the context.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-7788; CVE-2020-7788;Priority: high;Description:This affects the package ini before 1.3.6. If an attacker submits a malicious INI file to an application that parses it with ini.parse, they will pollute the prototype on the application. This can be exploited further depending on the context.;Link: https://security-tracker.debian.org/tracker/CVE-2020-7788; CVE-2020-7788;CVSS 2.0: 7.5 HIGH;CVSS 3.x: 7.3 HIGH;Published_date: 12/11/2020;Description: This affects the package ini before 1.3.6. If an attacker submits a malicious INI file to an application that parses it with ini.parse, they will pollute the prototype on the application. This can be exploited further depending on the context.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-7788
 CVE-2020-0067;Priority: Medium;Description: In f2fs_xattr_generic_list of xattr.c, there is a possible out of boundsread due to a missing bounds check. This could lead to local informationdisclosure with System execution privileges needed. User interaction is notrequired for exploitation.Product: Android. Versions: Android kernel.Android ID: A-120551147.Ubuntu-DescriptionIt was discovered that the F2FS file system implementation in the Linuxkernel did not properly perform bounds checking on xattrs in somesituations. A local attacker could possibly use this to expose sensitiveinformation (kernel memory).;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-0067; CVE-2020-0067;Priority: low;Description:In f2fs_xattr_generic_list of xattr.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not required for exploitation.Product: Android. Versions: Android kernel. Android ID: A-120551147.;Link: https://security-tracker.debian.org/tracker/CVE-2020-0067; CVE-2020-0067;CVSS 2.0: 2.1 LOW;CVSS 3.x: 4.4 MEDIUM;Published_date: 04/17/2020;Description: In f2fs_xattr_generic_list of xattr.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not required for exploitation.Product: Android. Versions: Android kernel. Android ID: A-120551147.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-0067
 CVE-2020-0066;Priority: Medium;Description: In the netlink driver, there is a possible out of bounds write due to arace condition. This could lead to local escalation of privilege withSystem execution privileges needed. User interaction is not needed forexploitation.Product: AndroidVersions: Android kernelAndroid ID: A-65025077;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-0066; CVE-2020-0066;Priority: medium;Description:In the netlink driver, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-65025077;Link: https://security-tracker.debian.org/tracker/CVE-2020-0066; CVE-2020-0066;CVSS 2.0: 6.9 MEDIUM;CVSS 3.x: 6.4 MEDIUM;Published_date: 03/10/2020;Description: In the netlink driver, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-65025077;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-0066
 CVE-2020-6388;Priority: Medium;Description: Out of bounds access in WebAudio in Google Chrome prior to 80.0.3987.87allowed a remote attacker to potentially exploit heap corruption via acrafted HTML page.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6388; CVE-2020-6388;Priority: medium;Description:Out of bounds access in WebAudio in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6388; CVE-2020-6388;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/11/2020;Description: Out of bounds access in WebAudio in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6388
 CVE-2020-6386;Priority: Medium;Description: Use after free in speech in Google Chrome prior to 80.0.3987.116 allowed aremote attacker to potentially exploit heap corruption via a crafted HTMLpage.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6386; CVE-2020-6386;Priority: medium;Description:Use after free in speech in Google Chrome prior to 80.0.3987.116 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6386; CVE-2020-6386;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/27/2020;Description: Use after free in speech in Google Chrome prior to 80.0.3987.116 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6386
 CVE-2020-6384;Priority: Medium;Description: Use after free in WebAudio in Google Chrome prior to 80.0.3987.116 alloweda remote attacker to potentially exploit heap corruption via a crafted HTMLpage.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6384; CVE-2020-6384;Priority: medium;Description:Use after free in WebAudio in Google Chrome prior to 80.0.3987.116 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6384; CVE-2020-6384;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/27/2020;Description: Use after free in WebAudio in Google Chrome prior to 80.0.3987.116 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6384
 CVE-2020-6382;Priority: Medium;Description: Type confusion in JavaScript in Google Chrome prior to 80.0.3987.87 alloweda remote attacker to potentially exploit heap corruption via a crafted HTMLpage.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6382; CVE-2020-6382;Priority: medium;Description:Type confusion in JavaScript in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6382; CVE-2020-6382;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/11/2020;Description: Type confusion in JavaScript in Google Chrome prior to 80.0.3987.87 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6382
 CVE-2020-6383;Priority: Medium;Description: Type confusion in V8 in Google Chrome prior to 80.0.3987.116 allowed aremote attacker to potentially exploit heap corruption via a crafted HTMLpage.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6383; CVE-2020-6383;Priority: medium;Description:Type confusion in V8 in Google Chrome prior to 80.0.3987.116 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6383; CVE-2020-6383;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/27/2020;Description: Type confusion in V8 in Google Chrome prior to 80.0.3987.116 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6383
 CVE-2020-6380;Priority: Medium;Description: Insufficient policy enforcement in extensions in Google Chrome prior to79.0.3945.130 allowed a remote attacker who had compromised the rendererprocess to bypass site isolation via a crafted Chrome Extension.;Link: https://people.canonical.com/~ubuntu-security/cve/2020/CVE-2020-6380; CVE-2020-6380;Priority: medium;Description:Insufficient policy enforcement in extensions in Google Chrome prior to 79.0.3945.130 allowed a remote attacker who had compromised the renderer process to bypass site isolation via a crafted Chrome Extension.;Link: https://security-tracker.debian.org/tracker/CVE-2020-6380; CVE-2020-6380;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/11/2020;Description: Insufficient policy enforcement in extensions in Google Chrome prior to 79.0.3945.130 allowed a remote attacker who had compromised the renderer process to bypass site isolation via a crafted Chrome Extension.;Link: https://nvd.nist.gov/vuln/detail/CVE-2020-6380
